customer_id,first_name,last_name,phone_number,transaction_count,customer_segment,satisfaction_score
775,Daniel,Bennett,+374 (60) 458362,0.0,Inactive,5
776,Wesley,Mckenzie,+374 (45) 273688,1.0,One-Time Buyer,6
777,Jamie,Baird,+374 (44) 968065,3.0,Occasional Buyer,7
778,Teresa,Sims,+374 (73) 915392,1.0,One-Time Buyer,7
779,Rhonda,Smith,+374 (16) 223921,6.0,Frequent Buyer,8
780,Richard,Baker,+374 (50) 580277,2.0,Occasional Buyer,7
781,Michelle,Benjamin,+374 (21) 431796,3.0,Occasional Buyer,5
782,Thomas,Carlson,+374 (59) 298021,7.0,Frequent Buyer,8
783,Bethany,Key,+374 (32) 391235,1.0,One-Time Buyer,8
784,Alyssa,Glenn,+374 (33) 357720,3.0,Occasional Buyer,8
785,Scott,Ross,+374 (82) 074448,3.0,Occasional Buyer,9
786,Kristy,Evans,+374 (82) 223505,5.0,Occasional Buyer,8
787,Michael,Wood,+374 (97) 828891,7.0,Frequent Buyer,8
788,Connie,Reed,+374 (42) 383616,1.0,One-Time Buyer,7
789,Nancy,Villanueva,+374 (56) 016020,2.0,Occasional Buyer,5
790,Chelsea,Thomas,+374 (58) 945738,2.0,Occasional Buyer,8
791,Frank,Knox,+374 (20) 251597,5.0,Occasional Buyer,7
792,Michael,Hernandez,+374 (49) 673949,2.0,Occasional Buyer,7
793,Kim,Calhoun,+374 (71) 092833,2.0,Occasional Buyer,5
794,Kevin,Alexander,+374 (65) 988297,1.0,One-Time Buyer,5
795,Megan,Sellers,+374 (79) 033348,2.0,Occasional Buyer,9
796,Julie,Sandoval,+374 (24) 258486,3.0,Occasional Buyer,7
797,Kristin,Gomez,+374 (13) 170225,1.0,One-Time Buyer,8
798,Connie,Clark,+374 (56) 530305,4.0,Occasional Buyer,7
799,David,Dodson,+374 (22) 116070,3.0,Occasional Buyer,7
800,Kimberly,Jimenez,+374 (21) 203964,3.0,Occasional Buyer,8
801,Stephen,Smith,+374 (77) 327046,2.0,Occasional Buyer,6
802,Jamie,Oliver,+374 (84) 021505,1.0,One-Time Buyer,7
803,Stacy,Mora,+374 (15) 024114,4.0,Occasional Buyer,6
804,David,Martin,+374 (19) 782017,4.0,Occasional Buyer,6
805,Kimberly,Huff,+374 (30) 407329,2.0,Occasional Buyer,7
806,Jeffrey,Morales,+374 (97) 037678,4.0,Occasional Buyer,7
807,Kelly,Camacho,+374 (55) 900574,2.0,Occasional Buyer,6
808,Gary,Thomas,+374 (74) 135658,3.0,Occasional Buyer,9
809,Michelle,Booker,+374 (74) 978677,2.0,Occasional Buyer,6
810,Pamela,Mack,+374 (63) 455993,4.0,Occasional Buyer,7
811,Vincent,Stephens,+374 (28) 602136,3.0,Occasional Buyer,6
812,Daisy,Aguirre,+374 (44) 545327,4.0,Occasional Buyer,9
813,Wanda,Bullock,+374 (20) 458373,5.0,Occasional Buyer,7
814,Alexander,Harris,+374 (12) 131800,2.0,Occasional Buyer,9
815,Keith,Yates,+374 (40) 302411,2.0,Occasional Buyer,5
816,Michael,Johnson,+374 (94) 496970,6.0,Frequent Buyer,7
817,Mary,Powell,+374 (31) 965036,4.0,Occasional Buyer,8
818,Jennifer,Todd,+374 (56) 135121,4.0,Occasional Buyer,7
819,Courtney,Reed,+374 (99) 023948,2.0,Occasional Buyer,9
820,Anthony,Patel,+374 (46) 492290,3.0,Occasional Buyer,6
821,Eric,Gonzalez,+374 (79) 472552,1.0,One-Time Buyer,9
822,Sarah,Gordon,+374 (13) 941029,2.0,Occasional Buyer,10
823,Dominique,Mullen,+374 (22) 780943,2.0,Occasional Buyer,6
824,Linda,Finley,+374 (74) 827100,2.0,Occasional Buyer,6
825,Matthew,Wood,+374 (70) 663005,2.0,Occasional Buyer,9
826,Cheryl,Malone,+374 (98) 250069,2.0,Occasional Buyer,9
827,Justin,Black,+374 (97) 030136,2.0,Occasional Buyer,6
828,John,Thompson,+374 (96) 423663,4.0,Occasional Buyer,6
829,Christina,Barnes,+374 (21) 368829,2.0,Occasional Buyer,7
830,James,Tapia,+374 (59) 471489,2.0,Occasional Buyer,5
831,Stephanie,Murray,+374 (46) 769340,7.0,Frequent Buyer,6
832,Nicole,Branch,+374 (92) 948417,1.0,One-Time Buyer,5
833,Erin,Moyer,+374 (43) 904112,4.0,Occasional Buyer,6
834,Rick,Johnson,+374 (96) 093846,4.0,Occasional Buyer,7
835,Heather,Hoffman,+374 (53) 340164,3.0,Occasional Buyer,7
836,Randy,Blankenship,+374 (11) 886318,5.0,Occasional Buyer,9
837,Amanda,Floyd,+374 (65) 935659,5.0,Occasional Buyer,6
838,Kelly,Thompson,+374 (83) 645819,2.0,Occasional Buyer,8
839,Richard,Davis,+374 (89) 525010,5.0,Occasional Buyer,7
840,David,Gillespie,+374 (94) 142079,0.0,Inactive,7
841,James,Maddox,+374 (64) 978106,1.0,One-Time Buyer,8
842,Jesse,Vasquez,+374 (17) 591867,4.0,Occasional Buyer,5
843,Shawn,Guzman,+374 (14) 405080,1.0,One-Time Buyer,8
844,Anna,Woods,+374 (81) 348154,3.0,Occasional Buyer,7
845,David,Johnson,+374 (75) 679288,2.0,Occasional Buyer,8
846,Bethany,Dennis,+374 (50) 583969,6.0,Frequent Buyer,7
847,David,Miller,+374 (46) 862352,3.0,Occasional Buyer,10
848,Hayley,Parsons,+374 (46) 321161,3.0,Occasional Buyer,6
849,Ronald,Wright,+374 (59) 542691,1.0,One-Time Buyer,6
850,Heidi,Moore,+374 (75) 670107,5.0,Occasional Buyer,6
851,Dawn,Simmons,+374 (85) 312649,1.0,One-Time Buyer,6
852,Elizabeth,Thompson,+374 (37) 104883,1.0,One-Time Buyer,6
853,Susan,Bonilla,+374 (27) 667900,3.0,Occasional Buyer,9
854,Joshua,Rodriguez,+374 (15) 791606,2.0,Occasional Buyer,9
855,Christina,Wilson,+374 (94) 492297,6.0,Frequent Buyer,6
856,Barry,Padilla,+374 (61) 354508,2.0,Occasional Buyer,6
857,Bill,Cox,+374 (49) 232409,3.0,Occasional Buyer,8
858,Michael,Higgins,+374 (37) 842114,1.0,One-Time Buyer,6
859,Bryan,Young,+374 (56) 551084,3.0,Occasional Buyer,8
860,Jennifer,Roman,+374 (41) 599197,1.0,One-Time Buyer,7
861,Caitlin,Blake,+374 (13) 377344,2.0,Occasional Buyer,5
862,Steven,Petersen,+374 (15) 437132,0.0,Inactive,9
863,Robert,Montgomery,+374 (56) 071579,7.0,Frequent Buyer,10
864,Kristin,Sanchez,+374 (80) 284400,0.0,Inactive,6
865,Gabriel,Kent,+374 (75) 537619,2.0,Occasional Buyer,6
866,Robert,Gardner,+374 (95) 762843,4.0,Occasional Buyer,7
867,Nicholas,White,+374 (63) 749451,3.0,Occasional Buyer,8
868,Douglas,Houston,+374 (34) 832299,2.0,Occasional Buyer,8
869,Brian,Jackson,+374 (88) 752786,1.0,One-Time Buyer,10
870,Melanie,Young,+374 (99) 740514,5.0,Occasional Buyer,7
871,Todd,Henson,+374 (42) 920397,1.0,One-Time Buyer,6
872,Matthew,Mills,+374 (52) 155439,2.0,Occasional Buyer,5
873,Ray,Davis,+374 (65) 626209,1.0,One-Time Buyer,6
874,Kimberly,Gordon,+374 (18) 943383,1.0,One-Time Buyer,7
875,Sharon,Olson,+374 (47) 808281,3.0,Occasional Buyer,10
876,Michael,Smith,+374 (81) 567001,0.0,Inactive,6
877,Kristopher,Griffith,+374 (81) 186825,3.0,Occasional Buyer,7
878,Cindy,Taylor,+374 (86) 626175,3.0,Occasional Buyer,7
879,Kimberly,Herrera,+374 (62) 024515,0.0,Inactive,9
880,Tracy,Morrow,+374 (51) 061976,4.0,Occasional Buyer,10
881,Kathryn,Miller,+374 (57) 484144,4.0,Occasional Buyer,6
882,Robert,Dunn,+374 (14) 286139,4.0,Occasional Buyer,6
883,Lisa,Carney,+374 (22) 915053,2.0,Occasional Buyer,9
884,Leah,Campbell,+374 (12) 600480,4.0,Occasional Buyer,8
885,Manuel,Smith,+374 (69) 591209,6.0,Frequent Buyer,10
886,Erika,Patel,+374 (22) 517279,2.0,Occasional Buyer,8
887,Kelsey,Rojas,+374 (94) 621214,0.0,Inactive,6
888,Nicole,Lee,+374 (30) 425639,1.0,One-Time Buyer,8
889,Erin,White,+374 (13) 797915,4.0,Occasional Buyer,9
890,Kayla,Ellis,+374 (79) 540503,1.0,One-Time Buyer,8
891,Joel,Martin,+374 (70) 268955,3.0,Occasional Buyer,8
892,Rebecca,Thompson,+374 (51) 912013,3.0,Occasional Buyer,9
893,Jennifer,Gonzalez,+374 (16) 559927,3.0,Occasional Buyer,9
894,Emily,Torres,+374 (75) 257037,2.0,Occasional Buyer,9
895,Kevin,Park,+374 (23) 943288,0.0,Inactive,8
896,William,Hardy,+374 (62) 197813,1.0,One-Time Buyer,7
897,Stephen,Brooks,+374 (13) 755954,3.0,Occasional Buyer,7
898,Katie,Ramirez,+374 (16) 799285,5.0,Occasional Buyer,9
899,Kristen,Mcdonald,+374 (43) 235139,1.0,One-Time Buyer,6
900,Ryan,Tate,+374 (93) 627969,3.0,Occasional Buyer,8
901,Jeanne,Navarro,+374 (22) 826899,3.0,Occasional Buyer,6
902,Kimberly,Walker,+374 (14) 037854,1.0,One-Time Buyer,7
903,Holly,Hammond,+374 (11) 515848,0.0,Inactive,9
904,Jennifer,Johnston,+374 (37) 882734,1.0,One-Time Buyer,7
905,Ann,Malone,+374 (34) 665161,1.0,One-Time Buyer,7
906,Michael,Pittman,+374 (55) 683505,4.0,Occasional Buyer,5
907,Brett,Villarreal,+374 (44) 798818,1.0,One-Time Buyer,8
908,Maria,Burgess,+374 (74) 378204,4.0,Occasional Buyer,8
909,Nicholas,Lee,+374 (44) 887990,4.0,Occasional Buyer,10
910,Joseph,Miller,+374 (88) 941695,1.0,One-Time Buyer,7
911,Amy,Obrien,+374 (84) 659141,3.0,Occasional Buyer,7
912,Travis,Adams,+374 (95) 934008,1.0,One-Time Buyer,7
913,Derrick,Wilson,+374 (78) 052301,3.0,Occasional Buyer,9
914,Richard,Williams,+374 (71) 487838,1.0,One-Time Buyer,7
915,Jessica,Walsh,+374 (52) 821084,1.0,One-Time Buyer,7
916,Jose,Dudley,+374 (31) 637731,2.0,Occasional Buyer,8
917,Mary,Smith,+374 (39) 244161,6.0,Frequent Buyer,7
918,Michael,Chandler,+374 (20) 778725,7.0,Frequent Buyer,6
919,Michelle,Hicks,+374 (22) 327768,2.0,Occasional Buyer,7
920,Ronald,Fisher,+374 (44) 854785,3.0,Occasional Buyer,9
921,James,Caldwell,+374 (11) 325459,0.0,Inactive,5
922,Russell,Small,+374 (27) 626567,6.0,Frequent Buyer,7
923,William,Lara,+374 (42) 156189,1.0,One-Time Buyer,6
924,Douglas,Hoffman,+374 (21) 281076,4.0,Occasional Buyer,9
925,Darius,Drake,+374 (43) 000980,4.0,Occasional Buyer,5
926,Paul,Morton,+374 (13) 615574,2.0,Occasional Buyer,6
927,Emily,Shaw,+374 (13) 642838,4.0,Occasional Buyer,8
928,Steven,Murphy,+374 (42) 050737,2.0,Occasional Buyer,9
929,Adam,Sampson,+374 (74) 551169,3.0,Occasional Buyer,7
930,Jonathan,Chambers,+374 (90) 868681,2.0,Occasional Buyer,6
931,Michael,Reed,+374 (58) 173515,2.0,Occasional Buyer,10
932,Steven,Jefferson,+374 (19) 349626,2.0,Occasional Buyer,5
933,Megan,Kim,+374 (44) 847938,1.0,One-Time Buyer,4
934,Xavier,Pratt,+374 (27) 240797,0.0,Inactive,8
935,Brianna,Boyer,+374 (43) 207281,6.0,Frequent Buyer,6
936,Christopher,Levine,+374 (53) 489023,7.0,Frequent Buyer,5
937,Danny,Taylor,+374 (99) 196122,4.0,Occasional Buyer,8
938,Bridget,Wagner,+374 (30) 374265,2.0,Occasional Buyer,7
939,Troy,Jefferson,+374 (36) 042318,3.0,Occasional Buyer,6
940,Stephanie,Herrera,+374 (59) 166711,5.0,Occasional Buyer,5
941,Matthew,Moore,+374 (47) 064245,3.0,Occasional Buyer,8
942,Derrick,Bishop,+374 (56) 483257,3.0,Occasional Buyer,8
943,Joy,Collins,+374 (26) 045745,3.0,Occasional Buyer,7
944,Raymond,Ortiz,+374 (15) 391143,1.0,One-Time Buyer,10
945,Charles,Marquez,+374 (21) 263987,2.0,Occasional Buyer,5
946,Jack,Vaughn,+374 (28) 854665,3.0,Occasional Buyer,5
947,Amy,Webster,+374 (50) 086765,2.0,Occasional Buyer,6
948,John,Tucker,+374 (22) 127803,2.0,Occasional Buyer,7
949,Michael,Miller,+374 (89) 789670,4.0,Occasional Buyer,7
950,Jay,Williams,+374 (40) 536309,2.0,Occasional Buyer,7
951,Diana,Casey,+374 (77) 430955,0.0,Inactive,8
952,Jason,Maddox,+374 (58) 902885,3.0,Occasional Buyer,5
953,Jennifer,Bradley,+374 (29) 032160,0.0,Inactive,9
954,Christopher,Nash,+374 (59) 953463,3.0,Occasional Buyer,7
955,Brian,Jackson,+374 (41) 251531,2.0,Occasional Buyer,9
956,Vicki,Clark,+374 (60) 562543,0.0,Inactive,8
957,Joshua,Fuller,+374 (82) 532023,0.0,Inactive,8
958,Andrea,Roy,+374 (55) 783311,2.0,Occasional Buyer,8
959,Jacob,Reyes,+374 (39) 012624,4.0,Occasional Buyer,8
960,Erik,Carrillo,+374 (54) 273394,2.0,Occasional Buyer,8
961,Tiffany,Harris,+374 (83) 821417,2.0,Occasional Buyer,9
962,Christopher,Williams,+374 (89) 503169,2.0,Occasional Buyer,7
963,Michael,Murphy,+374 (19) 510450,4.0,Occasional Buyer,8
964,William,Jackson,+374 (51) 025417,3.0,Occasional Buyer,7
965,Sandra,Young,+374 (43) 615632,2.0,Occasional Buyer,9
966,Edward,Stevens,+374 (13) 622373,4.0,Occasional Buyer,6
967,Raymond,Williams,+374 (56) 229763,2.0,Occasional Buyer,10
968,Alexander,Johnson,+374 (81) 519417,2.0,Occasional Buyer,7
969,Christina,Oliver,+374 (79) 752202,2.0,Occasional Buyer,5
970,Eric,Knapp,+374 (44) 719187,1.0,One-Time Buyer,7
971,Cindy,Newton,+374 (33) 640285,3.0,Occasional Buyer,6
972,Shelley,Reed,+374 (95) 099773,4.0,Occasional Buyer,8
973,Rachel,Rodriguez,+374 (67) 325926,1.0,One-Time Buyer,6
974,Jerry,Ramirez,+374 (31) 750662,3.0,Occasional Buyer,6
975,Christina,Thomas,+374 (99) 189164,2.0,Occasional Buyer,4
976,Brandi,Henry,+374 (61) 155948,3.0,Occasional Buyer,6
977,Sarah,Wise,+374 (16) 331930,4.0,Occasional Buyer,3
978,Jesse,Adams,+374 (29) 758212,1.0,One-Time Buyer,5
979,Lori,Case,+374 (97) 194145,3.0,Occasional Buyer,8
980,Michael,Franco,+374 (90) 153588,4.0,Occasional Buyer,8
981,Mary,Singleton,+374 (12) 014635,0.0,Inactive,8
982,Rebecca,Davis,+374 (60) 714643,3.0,Occasional Buyer,6
983,Randall,Smith,+374 (53) 992685,4.0,Occasional Buyer,7
984,Charles,Lee,+374 (99) 992732,3.0,Occasional Buyer,7
985,Barbara,Campbell,+374 (14) 268581,3.0,Occasional Buyer,5
986,Meghan,Gibbs,+374 (46) 484124,3.0,Occasional Buyer,9
987,William,Gibson,+374 (42) 914057,4.0,Occasional Buyer,8
988,Peter,White,+374 (22) 615230,4.0,Occasional Buyer,7
989,Haley,Williams,+374 (34) 421396,4.0,Occasional Buyer,7
990,Molly,Montoya,+374 (77) 945970,5.0,Occasional Buyer,7
991,Michael,Lane,+374 (74) 389357,1.0,One-Time Buyer,4
992,Patricia,Moore,+374 (13) 282565,3.0,Occasional Buyer,7
993,John,Nguyen,+374 (34) 494264,2.0,Occasional Buyer,6
994,Joseph,Mason,+374 (43) 616098,3.0,Occasional Buyer,5
995,Morgan,Brown,+374 (12) 032922,2.0,Occasional Buyer,7
996,Victoria,Myers,+374 (42) 649339,4.0,Occasional Buyer,10
997,Rachael,Harvey,+374 (74) 799445,1.0,One-Time Buyer,8
998,Susan,Wilson,+374 (56) 616443,2.0,Occasional Buyer,6
999,Bradley,Hernandez,+374 (27) 721404,1.0,One-Time Buyer,8
1000,Danielle,Brown,+374 (41) 252711,2.0,Occasional Buyer,9
1001,April,Miller,+374 (28) 902064,2.0,Occasional Buyer,8
1002,Shelia,Joseph,+374 (87) 810809,3.0,Occasional Buyer,7
1003,Michael,Wyatt,+374 (84) 788623,3.0,Occasional Buyer,6
1004,Patty,Walton,+374 (55) 814307,4.0,Occasional Buyer,8
1005,Jennifer,Smith,+374 (76) 319052,4.0,Occasional Buyer,8
1006,Marc,Norris,+374 (36) 890138,4.0,Occasional Buyer,8
1007,Paul,Lawrence,+374 (25) 949809,4.0,Occasional Buyer,8
1008,Brittany,Perez,+374 (44) 818641,2.0,Occasional Buyer,9
1009,Ann,Lewis,+374 (16) 687763,3.0,Occasional Buyer,6
1010,Brian,Cruz,+374 (86) 699283,3.0,Occasional Buyer,9
1011,Deborah,Greene,+374 (15) 762386,4.0,Occasional Buyer,7
1012,Emily,Tanner,+374 (26) 245837,2.0,Occasional Buyer,10
1013,Matthew,Oconnell,+374 (43) 243052,1.0,One-Time Buyer,6
1014,Mark,Carey,+374 (17) 937538,1.0,One-Time Buyer,10
1015,Karen,Figueroa,+374 (74) 812540,1.0,One-Time Buyer,7
1016,Louis,Martin,+374 (54) 508930,2.0,Occasional Buyer,6
1017,Michael,Jennings,+374 (17) 882317,3.0,Occasional Buyer,6
1018,Joseph,Morse,+374 (65) 796321,5.0,Occasional Buyer,7
1019,Ashley,Daniels,+374 (84) 028047,4.0,Occasional Buyer,8
1020,Tina,Tapia,+374 (55) 932975,2.0,Occasional Buyer,8
1021,David,Roberts,+374 (61) 959760,5.0,Occasional Buyer,6
1022,Anthony,Ball,+374 (98) 122856,0.0,Inactive,7
1023,Margaret,Hill,+374 (23) 968660,3.0,Occasional Buyer,10
1024,Thomas,Proctor,+374 (48) 712599,6.0,Frequent Buyer,10
1025,Elizabeth,Carlson,+374 (12) 938455,1.0,One-Time Buyer,8
1026,Christopher,Howell,+374 (89) 252049,3.0,Occasional Buyer,7
1027,Melissa,Villarreal,+374 (72) 847783,4.0,Occasional Buyer,7
1028,Tina,Wells,+374 (83) 044408,6.0,Frequent Buyer,8
1029,David,Willis,+374 (77) 773137,0.0,Inactive,5
1030,Wendy,Wright,+374 (48) 730391,5.0,Occasional Buyer,7
1031,Christopher,Moon,+374 (89) 052142,5.0,Occasional Buyer,4
1032,Jeremy,Thompson,+374 (93) 971473,1.0,One-Time Buyer,8
1033,Amber,Daniels,+374 (76) 167530,2.0,Occasional Buyer,8
1034,Alexander,Jones,+374 (12) 673702,3.0,Occasional Buyer,6
1035,Clarence,Jackson,+374 (73) 704486,3.0,Occasional Buyer,9
1036,James,Kerr,+374 (45) 844469,4.0,Occasional Buyer,5
1037,Megan,Patterson,+374 (81) 346674,1.0,One-Time Buyer,5
1038,Jesse,Johnson,+374 (12) 691936,2.0,Occasional Buyer,7
1039,Andrew,Webb,+374 (90) 721705,2.0,Occasional Buyer,9
1040,Michelle,Owens,+374 (70) 516188,2.0,Occasional Buyer,10
1041,Michael,Cisneros,+374 (49) 290653,1.0,One-Time Buyer,6
1042,Jennifer,Simmons,+374 (39) 411375,3.0,Occasional Buyer,9
1043,Kimberly,Lester,+374 (84) 421506,3.0,Occasional Buyer,7
1044,Elaine,Roach,+374 (31) 755068,2.0,Occasional Buyer,7
1045,Kendra,Terry,+374 (82) 066853,0.0,Inactive,8
1046,Cynthia,Johnson,+374 (83) 512648,4.0,Occasional Buyer,8
1047,Stacy,Chambers,+374 (37) 889599,2.0,Occasional Buyer,5
1048,Kayla,Williamson,+374 (60) 150434,4.0,Occasional Buyer,9
1049,Jessica,Ward,+374 (89) 858019,2.0,Occasional Buyer,9
1050,Taylor,Little,+374 (65) 151420,3.0,Occasional Buyer,6
1051,Robert,Berg,+374 (16) 920743,1.0,One-Time Buyer,8
1052,Emily,Nelson,+374 (91) 320903,3.0,Occasional Buyer,8
1053,Brittany,Robinson,+374 (29) 962084,1.0,One-Time Buyer,7
1054,Richard,Rocha,+374 (43) 417037,3.0,Occasional Buyer,6
1055,Cory,Krueger,+374 (48) 705783,3.0,Occasional Buyer,6
1056,Joshua,Mullen,+374 (92) 645175,3.0,Occasional Buyer,7
1057,Diane,Mcguire,+374 (31) 128347,1.0,One-Time Buyer,9
1058,Karen,Daniel,+374 (48) 821666,3.0,Occasional Buyer,8
1059,Brian,Potter,+374 (58) 468742,3.0,Occasional Buyer,6
1060,Jennifer,Howard,+374 (64) 380159,1.0,One-Time Buyer,8
1061,Jorge,Allen,+374 (85) 604602,0.0,Inactive,3
1062,Alexa,Foster,+374 (30) 667670,1.0,One-Time Buyer,9
1063,Christina,Wilkins,+374 (99) 603426,1.0,One-Time Buyer,4
1064,Whitney,Smith,+374 (30) 268517,2.0,Occasional Buyer,6
1065,Sarah,Collins,+374 (89) 321786,1.0,One-Time Buyer,5
1066,Justin,Donovan,+374 (88) 047407,2.0,Occasional Buyer,5
1067,Sandra,Hunt,+374 (57) 366126,3.0,Occasional Buyer,9
1068,Jose,Fowler,+374 (85) 251140,4.0,Occasional Buyer,6
1069,Jill,Johnson,+374 (31) 576132,1.0,One-Time Buyer,8
1070,Michele,Mcclure,+374 (21) 196367,1.0,One-Time Buyer,7
1071,Mary,Rivera,+374 (18) 818543,4.0,Occasional Buyer,8
1072,Benjamin,Hill,+374 (62) 161155,2.0,Occasional Buyer,7
1073,Edward,Williams,+374 (95) 855032,4.0,Occasional Buyer,5
1074,Stacey,Carter,+374 (27) 462633,1.0,One-Time Buyer,8
1075,Jay,Duncan,+374 (36) 905805,2.0,Occasional Buyer,6
1076,Rachael,Schroeder,+374 (41) 033040,2.0,Occasional Buyer,5
1077,Tammie,Warner,+374 (95) 497797,3.0,Occasional Buyer,6
1078,Walter,Hodge,+374 (77) 084302,4.0,Occasional Buyer,9
1079,Susan,Trujillo,+374 (82) 604224,1.0,One-Time Buyer,8
1080,Vincent,Logan,+374 (33) 772682,1.0,One-Time Buyer,6
1081,James,Moss,+374 (82) 787682,3.0,Occasional Buyer,6
1082,Robin,Daniel,+374 (25) 233197,2.0,Occasional Buyer,7
1083,David,Stewart,+374 (16) 774310,1.0,One-Time Buyer,10
1084,Bryan,Walker,+374 (61) 150084,1.0,One-Time Buyer,8
1085,Tina,Mcmillan,+374 (33) 114926,4.0,Occasional Buyer,8
1086,Michael,Fields,+374 (20) 597549,2.0,Occasional Buyer,9
1087,David,Martinez,+374 (61) 897634,2.0,Occasional Buyer,7
1088,Jessica,Roberts,+374 (52) 231039,3.0,Occasional Buyer,7
1089,Stanley,Sullivan,+374 (90) 333611,2.0,Occasional Buyer,7
1090,Angela,Fletcher,+374 (48) 599218,5.0,Occasional Buyer,7
1091,Kenneth,Lutz,+374 (65) 826367,2.0,Occasional Buyer,7
1092,Angela,Edwards,+374 (84) 778847,6.0,Frequent Buyer,8
1093,Scott,Rodriguez,+374 (99) 394164,1.0,One-Time Buyer,7
1094,Kara,Allen,+374 (47) 992794,2.0,Occasional Buyer,8
1095,Teresa,Carpenter,+374 (96) 667547,0.0,Inactive,7
1096,Andrew,Hudson,+374 (76) 939041,1.0,One-Time Buyer,7
1097,Sarah,Buckley,+374 (12) 554065,3.0,Occasional Buyer,4
1098,Ana,Zuniga,+374 (56) 230687,2.0,Occasional Buyer,8
1099,Caitlin,Mullen,+374 (73) 779546,0.0,Inactive,8
1100,Shelly,Lopez,+374 (99) 366797,1.0,One-Time Buyer,8
1101,Matthew,Jones,+374 (92) 732017,5.0,Occasional Buyer,3
1102,Stephen,Vazquez,+374 (48) 565081,2.0,Occasional Buyer,10
1103,Debra,Tanner,+374 (78) 648605,8.0,Frequent Buyer,7
1104,Scott,Hernandez,+374 (27) 664318,1.0,One-Time Buyer,9
1105,Kenneth,Ellison,+374 (51) 884330,1.0,One-Time Buyer,5
1106,Jeffrey,Wilson,+374 (94) 302990,5.0,Occasional Buyer,8
1107,Isaac,Anderson,+374 (79) 794494,1.0,One-Time Buyer,5
1108,Frank,Kennedy,+374 (60) 345416,5.0,Occasional Buyer,6
1109,Lisa,Reynolds,+374 (49) 454303,2.0,Occasional Buyer,10
1110,Samantha,Hodge,+374 (42) 808841,0.0,Inactive,7
1111,Carla,Morgan,+374 (23) 123625,2.0,Occasional Buyer,7
1112,David,Hunt,+374 (10) 295569,3.0,Occasional Buyer,8
1113,Lisa,Callahan,+374 (64) 066064,2.0,Occasional Buyer,8
1114,Kathleen,Edwards,+374 (53) 067430,3.0,Occasional Buyer,7
1115,Henry,Mcfarland,+374 (26) 126108,3.0,Occasional Buyer,8
1116,Jennifer,Coleman,+374 (42) 043042,0.0,Inactive,10
1117,Jose,Cook,+374 (66) 487933,3.0,Occasional Buyer,7
1118,Jason,Terry,+374 (86) 751566,2.0,Occasional Buyer,7
1119,Jason,White,+374 (64) 306425,2.0,Occasional Buyer,9
1120,Joseph,Conley,+374 (70) 023223,2.0,Occasional Buyer,9
1121,Kimberly,Williams,+374 (71) 393986,1.0,One-Time Buyer,9
1122,Christine,Brown,+374 (56) 183245,4.0,Occasional Buyer,8
1123,Kaitlyn,Roth,+374 (87) 701295,2.0,Occasional Buyer,5
1124,Laura,Austin,+374 (33) 743818,2.0,Occasional Buyer,9
1125,Meghan,Harper,+374 (54) 941863,0.0,Inactive,5
1126,Rachel,Coffey,+374 (97) 964060,5.0,Occasional Buyer,7
1127,Gregory,Brown,+374 (47) 604292,4.0,Occasional Buyer,6
1128,Brett,Reid,+374 (29) 952963,3.0,Occasional Buyer,7
1129,Dawn,Ramirez,+374 (37) 682579,2.0,Occasional Buyer,7
1130,Deborah,Mcfarland,+374 (54) 314245,2.0,Occasional Buyer,7
1131,Anna,Baker,+374 (57) 917508,2.0,Occasional Buyer,8
1132,James,Richards,+374 (12) 272555,4.0,Occasional Buyer,9
1133,Billy,Dyer,+374 (68) 429874,2.0,Occasional Buyer,8
1134,Stephen,Chandler,+374 (64) 094370,1.0,One-Time Buyer,7
1135,Dawn,Mason,+374 (51) 000070,2.0,Occasional Buyer,8
1136,Gregory,Aguilar,+374 (70) 495630,1.0,One-Time Buyer,9
1137,Emily,Wood,+374 (64) 325426,2.0,Occasional Buyer,5
1138,Shawn,Johnson,+374 (67) 194132,2.0,Occasional Buyer,8
1139,Amanda,Fuller,+374 (71) 997871,1.0,One-Time Buyer,8
1140,Joseph,Myers,+374 (89) 940819,2.0,Occasional Buyer,7
1141,Alan,Klein,+374 (91) 626104,3.0,Occasional Buyer,9
1142,Robert,Cervantes,+374 (99) 993558,3.0,Occasional Buyer,7
1143,Taylor,Mckinney,+374 (55) 097772,5.0,Occasional Buyer,7
1144,David,Smith,+374 (33) 342926,2.0,Occasional Buyer,7
1145,Edgar,Brady,+374 (43) 729955,2.0,Occasional Buyer,7
1146,Joanne,Day,+374 (22) 320670,2.0,Occasional Buyer,5
1147,Rebecca,Perez,+374 (62) 730114,4.0,Occasional Buyer,5
1148,Richard,Walker,+374 (32) 710514,3.0,Occasional Buyer,9
1149,Cynthia,Perry,+374 (58) 351847,3.0,Occasional Buyer,6
1150,Traci,Williams,+374 (54) 365035,4.0,Occasional Buyer,6
1151,Katherine,Morris,+374 (18) 747204,0.0,Inactive,4
1152,Courtney,Duncan,+374 (80) 358772,2.0,Occasional Buyer,6
1153,Joshua,Kennedy,+374 (56) 764418,2.0,Occasional Buyer,5
1154,Emily,Lee,+374 (66) 945180,4.0,Occasional Buyer,9
1155,Heidi,Buckley,+374 (81) 838327,0.0,Inactive,9
1156,Jeremy,Holloway,+374 (59) 011083,2.0,Occasional Buyer,6
1157,Dawn,Hoover,+374 (28) 164861,2.0,Occasional Buyer,10
